text,sentiment
لطفا صفحه اصلی حال خورشید را بفرمایید,neutral
اقای رشید پور من هرروز برنامه خوب شما رو میبینم عالی عالیه همیشه ادامه داشته باشه ممنون,positive
من چه جوری میتونم عکسمو برای مسابقه بفرستم به این برنامه لطفا بهم بگیر,neutral
سلام اقای رشید پور صدای منو میشنودید؟! من یه دختر NUM۲ ساله‌ام که ۶ماهه بیکارم اینارو ب مسئولین بگین بابای من با حقوق NUM۴ نمیتونه زندگیو بچرخونه بگید دختر خالم داره میمیرههه دارو نیستتت دارو نیست زیر گلوش پره زخم شده دارو هاش وارد نمیشه من به چه امیدی تو این مملکت دروغین بمونم!؟ مردم پول ندارنن کار نیس بخداااتت کار نیستتت,negative
سلام آقای مجری میهمان شما درست می‌گوید من با لیساتس آموزش و سی سال کار می‌گویم درست می‌گوید پدر و مادرها باید هزینه باورهای غلط خودشون رو بدهند,negative
چند بار پیام بدم تا شما پیام منو بخونید خدا میداند نزدیک به ۴سال هست که خط ویژه اتوبوس در خیابان خاوران مسدود شده مسیر تردد اتوبوس‌ها شده خیابان اصلی ترافیک‌های سنگینی ایجاد میشه خط ویژه کلا بسته بابا ۴سال شد نمیخوایین کاری بکنید مردم چه گناهی کردم,negative
سلام جناب رشید پور روزتون بخیر و سلامتی و آرامش شما برقرار باشه حالا چرا بیمار هستین خدا میدونه و بس 🤔,negative
جناب رشید پور برنامه حالا خورشید دیگه دلچسب نیست شما که نباشی تروخدا این مجری گوش تلخ نابلد هم نباشه با اون صدای زشتش و رفتار لجدرارش 😡,negative
اقایون رشید پور را ممنوع التصویر کردن میگن مریضه چرا از گند اقایان دزد پرده بر میداره,negative
ویهان کوچولو حق زندگی دارد,neutral
محمدپرهام تنها نیست,neutral
اقای رشید پور شما گلی وهمه همکاران شما گل هستند افرین به‌ای برنامه حالا خورشید که اینقدر پر بیننده هست ممنون,positive
سلام اقای رشید پور دخترم عکاس دانشگاه هم رفته به دلیل بی کاری و کم در امدی همسرم دخترم کار می‌کرد ولی الان بی کاره تو رو خدا اگر ممکن یه کار براش جور کنید حداقل مخارج خودش رو می‌ده,negative
با سلام بنده ارشد آلودگی محیط زیست دارم و بیکار به تازگی استخدامی جدیدی از طرف سازمان مخیط زیست اعلام شده در کمااال تعجب در دفترچه استخدای سازمان محیط زیست رشته‌های حشره شناسی جامعه شناسی عمران شیمی متالوژی به عنوان کارشناس محیط زیست برای استخدام اعلام شده,negative
لطفا به معضل بیکاری تحصیل کردگان رشته محیط زیست با مدرک ارشد و دکترا بپردازید سازمان مخیط زیست اعتقادی به استخدام تحصیل کردگان این رشته ندارد و پارتی بازی در این سازمان بیداد میکند.,negative
سلام. صبتون بخیر. از عسلویه پیام میدم. در گرمای شدید و گرد و خاک. یه تشکر از بچه‌های گمرک ایران کنید که واقعا با توجه به حمایت از کالای ایرانی بسیار شغل مهمی هست. با سپاس از برنامه شاد و پر انرژیتون. 👑,negative
آقای رشید پور خیلی کس شعر تلاوت میکنی آخه تورو چه به بحث سیاسی کردن,negative
با سلام و عرض خسته نباشید متاسفانه پس از چند سال انتظار فارغ التحصیلان رشته مهندسی منابع طبیعی گرایش محیط زیست امسال قرار هست برای جذب نیرو در این سازمان آزمون برگزار بشه. اما جالب اینجاست دیشب پس از قرار دادن دفترچه آزمون در سایت سازمان سنجش برای کارشناسان محیط زیست در پست‌های آلودگی و حیات وحش و... اجازه شرکت به رشته‌های محیط زیست داده نشده و فقط افراد دارای مدارک نامرتبط یا در درجه دوم اولویت حق شرکت دارند مثل حشره شناسی. انگل شناسی. زیست گیاهی. مهندسی شیمی و... آیا سزاوار است فارغ التحصیل این رشته که در صدر جدول بیکاران در جامعه میباشند اینگونه به حقشان تعدی گردد؟ طبق امار بیشترین تعداد بیکاری متعلق به فارغ التحصیلان محیط زیست هست. لطفا در رسیدن به حقمون مارو یاری کنید. 🌼 🌼 🌼 💯 این استخدامی نه تنها آینده‌ی فارغ التحصیلان محیط زیست و دانشجویان محیط زیست را بازیچه قرار داده_است بلکه قطعا آینده محیط زیست را با گماردن افرادی با تخصص نامرتبط نیز تحت شعاع قرار خواهد_داد.,negative
سلام اقای رشیدپور ازتون خواهش میکنم پیام من رو در برنامه فردا صبح تون که اخرین برنامه هست رو به گوووش مسووولین برسونید,negative
من مسول مهدکودکی هستم که پس از NUM۲ سال تمام سابقه درخشان کاری بدلیل کار غیرکارشناسی بهزیستی و اموزش و پرورش و دادن مجوزهای پی در پی و رقابتی مجبور به تعطیلی مهد شده_ام که نتیجه ان بیکاری نیروهای این واحد اموزشی شده_است...,negative
سلام تازه رسیدم کارگاه ازجاجرودسعیداباد,neutral
دوستی هست کسی,neutral
سلام اقای رشید پور صبح بخیر نمیدونم دقیق که پیاممو‌میخونین یانه من دیروز ازمون گواهینامه رو قبول شدم جالب ماشین ندارم اما منو‌مجبور کردن تابلو راننده مبتدی بگیرم واقعا من شاید تا دوسال دیگم صاحب ماشین نشم اون تابلو بدرد من نمبخوره قیمت اون تابلو فقط NUM۵ تومناما بحث مناین تو این اوضاع بد اقتصادی که هیچ کس تو رفاه نیست این هزینه زور نیست؟ یعنی واقعا نباید دولت ما بکم بفکرما باشه هزینه هارو ازروی دوش ما برداره لطفااین موضوع مطرح کنین یکم بفکرمون باشن بزارن زندگی براماهم قشمگ باشه نه سخت,negative
نیکا کوچولو حق زندگی داره,neutral
سلام به جای اینکه بابا پنجعلی رو بکشین و روحشو جوانتر بازی بدین پنجعلی را بکشید و توی فاتحه‌اش برادر جوانتر پنجعلی که عموی نقی میشه بیاد و خود آقای خمسه در نقش عموی نقی جوانتر باشه خیلی زیبا و طناز بازی میکنه لطفا به پیشنهاد من فکر کنید.,neutral
برنامه خیلی خوبی بود. هم بخش اقای دکتر اصفهانی هم بخش پایتخت. فقط کاشکی او قسمت دامن پوشیدن رو نمیذاشتید. احساس کردم اقای تنابنده خوششون نیومد.,positive
اقای رشیدپور ممکنه بفرمایید ساعت شروع برنامه حالا خورشید کی هست؟,neutral
بازی خانم رامین فر وجناب تنابنده فوق العاده بود,positive
جزیره خارگ باران نمیادخارگ,neutral
خوبی؟؟؟! 😯,neutral
مشکلات علوم آزمایشگاهی را ببینید آزمایشگاه جای علوم آزمایشگاهی است نه غیرمرتبطین لطفا مشکلات ما را بازگو کنید,negative
مشکلات رشته علوم آزمایشگاه,negative
سلام، رسانه صالح برای مردم نجیب ایران، اون هم در سال NUM۴ که سال حمایت از تولید ملی هست، درسته که تبلیغ کالای خرجی رو پخش کنه؟! و در اصل از کالای خارجی حمایت کنه؟! من جمله نبلیغ هایی که بین برنامه خود شما حالا خورشید پخش شد... سیگنال و سانسیلک و امو و... در حالی که ما مواد شوینده‌های تولید ایران خیلی خوبی داریم. آیا این روی اقبال بیشتر مردم به کالای خارجی و کاهش تقاضای کالای ایرانی و در نتیجه بیکاری جوان‌های ایرانی تاثیر مستقیم ندارد؟!,negative
آقای رشید پور کرج داره برف میاد!,positive
❌❌ فروش فوری کانال تلگرام اهنگ با NUM۲ k پایین‌ترین قیمت ❌❌ با درامد خیلی بالا NUM۳ درصد تضمینی 💯 💯 میتوانید با تبلیغاتش درامد خیلی زیاد داشته_باشید بدلیل رفتن به سربازی فروخته میشود برای خرید پی وی مراجعه کنید,neutral
سلام اقای رشید پور قوچان تو برف مونده. قدوسی,negative
این برنامه چرا تکرار نداره کلا؟,negative
امروز تو برنامه حالا خورشید گفته_شد که بلداجی مال اصفهانه ضمن اطلاعتون باید بگم بلداجی مال چهار محال بختیاری هستش مرسی از اطلاعات بالاتون,neutral
میتونم ازتون خواهش کنم دایرکتون رو چک بفرمایید، عرض مهمی دارم,neutral
یه فکری واسه ارز دانشجویی کنید,neutral
نه به تجزیه کازرون,negative
تهرانم دون دوخ هس,neutral
نه_ به_ تجزیه_ کازرون#,negative
چرا بقیه پست‌ها رو پاک کردید,negative
سلام اقای رشید پور صبحت بخیر,positive
همراه اول سراسری قطع شده فقط NUM۳ نیست فک نکنید فقط ظلمی شده به شما تهرانیا,negative
همدان بارونی شدید,neutral
این متن رو برای شما مینویسم جناب مقدم، جناب تنابنده عزیز و صدا و سیمای محترم... چندسالی هست که همه ما روزهای عیدمون رو با دیدن سریال پایتخت می‌گذرونیم... همین مایی که تصمیم گرفتیم بچه هامون درگیر سریال‌های جم نشن... همین مایی که تصمیم گرفتیم بچه هامون رو با فرهنگ کشور خودمون بزرگ کنیم... هرسال عیدمون لبریز شد از خنده و شادی با دیدن کاراکترها و دیالوگ‌ها و میمیک‌های بازیگران سریال پایتخت... اما امسال... چه شد که تصمیم گرفتید اینطور تیشه را بردارید و ریشه‌ی هرچه لبخند را که بر صورت مخاطب بود، بکنید؟ چه طور شد تصمیم گرفتید سریالی را که می‌رفت تا قهقهه بیآفریند، اینطور به ایجاد ترس و وحشت در دل مخاطب مبدل کردید؟... کودکان ما چه گناهی داشتند، که اینطور واضح و ملموس کلمه رعب برانگیز «داعش» را برایشان معنا کردید؟؟؟ کودکان ما آرامش نمی‌خواهند_؟ لبخند حقشان نیست؟ شما با اسم طنز آمدید!!! و بدترین و وحشی‌ترین موجودات این دنیا را به کودکان ما شناساندید... که هر روزو هرشبشان شده رعب و وحشت از اسم و شکل و کار داعش... آقای مقدم عزیز، جناب تنابنده و تمامی بازیگران و دست اندرکاران این سریال، من نمی‌دانم شما در خانه کودکی دارید یا نه... اما به قطع می‌دانم روح فرزندان ما را زخمی کردید... حال ما نه تنها شبکه جم را، بلکه دیدن سریال «پایتخت» و حتی به تماشا نشستن تلویزیون ملی را باید برای کودکانمان منع کنیم... با احترام موگه طباطبایی,negative
سلام حوش به حالتون که انقدر میخندید بیکاری شوهرم خنده از رو لبای من و بچهام برده,negative
با سلام اقای رشید پور خواهشااا این پست را بخونید تا صدای ما به گوش مسولیین برسه. من یکی از اهالی روستای گردکوه NUM۲ کیلومتری شهرستان مهریز هستم. روستای ما یکسال پیش استارت گاز رسانی خورده_است و تمام. لوله کشی‌های تو خیابون‌ها کشیده_شده_است الان هم پیمانکار گاز کار را تعطیل کرده_است که هزینه باسازی اسفالت کوچه‌ها را از مردم بگیرند هزینه‌ای که خود مردم ۴سال پیشتر پول دادن برا اسفالت اومدن کندن و همینطور ولش کردن رفتن چندین مورد زمین خوردن و تصادف بابت این چاله و چوله‌ها تا حالا اتفاق افتاده_است متاسفانه مسولین شهرستان هم طرف اداره گاز را گرفتن و هیچ کاری برای روستا نمیکنن وصل کردن گاز روستا را مشروط گذاشتن که پول اسفالت کوچع‌ها را از مردم بگیرن. چطور ما دارنده دومین کشور صادر کننده گاز هستیم اونوقت تو روستاها چنین بر سر مردم میارن.,negative
برنامه حالا خورشید به خاطره پول حاضره دروغ LINK برنامه اوردن از سر پل ذهاب که در چادر زندگی میکنه ولی رفتن تحقیق کردن دیدن طرف خونه شیک کامل داره توی LINK کلیپ رو ببینید LINK,negative
تلگرام فیلتر شده؟!,neutral
کار نمیکنه,neutral
اگه تلگرام مشکل از سروراشه چرا پس پیام رسانای داخلی مشکل ندارن؟ سرور، سروره دیگه,negative
با تشکر از کل عالیجنابان بابت فقر مسکن امکانات ارامش و شادی بانک‌های ورشکسته قطع اضافه حقوق بیان ازادی اعدام نکردن بیگناهان تلگرام امکانات پزشکی برای کل مردم با حداقل پرداخت هزینه و... زبانم قاصر از سپاسگزاری هست فقط میگویم خدا هست,negative
سلام صب بخیر,positive
اقای رشید پور به رییس جمهورتون بگید حداقل پای قولش باشه... والا هر چی قول داد پاش نموند حداقل گف تلگرام فیلتر نمیشه که شد... بس نیس دیگه چرا اینجوری میکنه مردمه کشورش رو کشید به فقر و هر چی تونست خودش دزدید و خورد,negative
من از بحرین هستم، واکبری روزها برنامه شما را میبینم، خاستم روز معلم را به همه کسانی که بمن چیزی آموختند تبریک می‌گویم 🌹 کشفی هستم زهرا سادات,positive
MOHSEN: محمد پرهام پسر ناز همکار عزیزم جواد طاهری است. پرهام به بیماری ژنتیکی SMA مبتلا است. پیشرفت بیماری بسیار زیاد است و موجب غیرفعال شدن اعصاب حرکتی شده_است. دیشب برای تنفس گلویش را باز کردند و نمی‌توانم حجم درد جسم کودک و قلب پدر و مادرش را درک و بیان کنم. پرهام فقط NUM۱ ماه فرصت دارد. پک کامل داروی او شامل NUM۱ عدد آمپول SPINRAZA با دوره مصرف یک ساله به قیمت LINK (هفتصد و پنجاه هزار) دلار است که تامین هزینه‌اش از توان خانواده‌اش خارج است. در حد توانتان به تداوم نفسهای پرهام کمک کنید. NUM NUM۲ به نام محمد پرهام طاهری شماره حساب کارت NUM۳- NUM۳ -NUM۸-NUM۱ شماره شبا: IR NUM ۲۴ TAG پرهام کمک خیریه کودک بیماری SMA,neutral
صفحه اصلی کدومه ?,neutral
سلام صبح بخیر قربون تهران برم هوا عالیه همسایه ماهم نبود یه خواب راحت کردم,positive
سلام اقای رشیدپوور... ینی اونقد روز ماما بی اهمیت بود ک حتی ی اشاره هم نکردین... واقعا از شما توقع نداشتیم!!!,negative
سلام صب زیباتون بخیر و شادی، روز ماما این سبز پوشان مهربانو به همه ماماهای عزیزم تبریک میگم. ممنون از تبریک ویژتون,positive
دوستان عزیزم سلام خواهشمندم اگر مقدور هست به پست‌های اخر پیج بنده یه سر بزنین و در حد توان یا حداقل نشر مشکل این طفل معصوم و فرشته خدا مارو یاری بفرمایید اجر شما با اقا امام زمان💜 💜 💜 💜,neutral
این چقد بی مزه هستش,negative
سلام به تمامی دست اندر کاران برنامه خیلی خوب حالا خورشید خصوصا اقایان رشید پور ونشاط ووو خسته نباشید من تمام روزها منتظر برنامه تون هستم ومیبینم عالیه عذرا شفیعیان از رشت,positive
🔺 سلام شماره کارت محمدپرهامو کی داره؟؟؟ 🔺,neutral
۶۲۱۹۸۶۱۰۳۵۷۴۸۶۰۶ به نام محمد پرهام طاهری شماره حساب کارت NUM۳- NUM۳ -NUM۸-NUM۱ شماره شبا: IR ۲۷۰۵۶۰۰۸۲۱۸۰۰۱۳۹۶۰۶۱۰۰۰۱,neutral
لطفا از اقای تنابنده بابت بفرماااشون ب داعشیا تشکرکنید,negative
بهتر بود پایان پایتخت در علی اباد و با صحنه‌های طنز تمام میشد تا اون خاطره‌ی داعش و استرسی که داشت از بین میرفت،، اینطوری فقط خاطره‌ی داعش از سریال میمونه,negative
میشه اینو توضیح بدید ارتباط علی اباد گلستان با مازندران؟,neutral
بپرسین پایتخت در قالب روستا و علی آباد قشنگه نه جنگ با داعش,negative
اقای رشید پور بخونید,neutral
نقی کجایی هستن,neutral
چرا سوال منو نمی‌پرسید,negative
رشید پور چند سالته؟؟؟,neutral
‌سریال پایتخت یکی از بهترین سریالهای تلویزیونه و من خیلی دوسش دارم، لطفا ادامه داشته باشه، از آقای تنابنده و خانم رامین فر هم بسیار ممنونم,positive
خواهش میکنم بخونید,neutral
چرا نپرسیدید که چطور میشه به ایشان ایده داد؟,negative
اقای تنابنده انقدر خودت رامعذب نکن,negative
والا سوالاتو از خودت پورسیدی,neutral
پایتخت NUM۱ با اومدن راحله تموم شد پس زن ارسطو چیشد؟,neutral
سلام از آقای تنابنده بپرسین اولین سکانس پایتخت NUM۱ کدوم سکانس بود,neutral
سلام خدا قوت؛ اسمه دخترم هستی میگه به ا‌قای تنابنده و خانم رامین فر بگین که خیلی دوسشون داره الانم داره نگاه میکنه بببنده‌ی پرو پا قرصه پایتخت بود,positive
ارسطو ازدواج نمیکنه,neutral
بپرسید چرا اول هز بخش از پایتخت نقی ارسطو باهم قهرن؟؟؟,neutral
فاصله بیشتر از یکسال نشه لطفا,neutral
اقااای رشید پووور بخونید پیامام را,negative
ببخشید بپرسید که درسته قسمت‌های پایتخت NUM۲ با NUM۲ قسمت بوده,neutral
سلام به شما از طرف خانواده ما به اقای طنابنده و خانم رامین فر و بقیه عوامل سریال تبریک بگین. خیلی خسته نباشن خیلی دوستشون داریم منتظر پایتخت NUM۱ هستیم. به خانم رامین فر بگین خیلی دوستش داریم ما. ‌,positive
خیلی خودشو گرفته آقای تنابنده,negative
خیلی بیمعرفتی اقای رشیدپور چرا سوال نکردی,negative
من از ارومیه پیام میدم و میگم که خانواده پایتخت رو دوست دارم ممنونم محسن جان,positive
۶۴۵۵ اقای رشید پور اخرش نخوندی,neutral
برنامه خوبی بود ممنونیم عیدتون مبارک,positive
عید شما هم مبارک باشه,positive
اقای رشید پور مثل همیشه برنامتون عالی بود. ممنونم. ازاینکه ازفرداصبح برنامتون دوباره شروع میشه خیلی خوشحالم.,positive
لطفا اقای جواد قارایی از مستند با حال ایران گردرا به برنامه دعوت کنید لطفا لطفا,neutral
به ما رسید تموم شد,negative
اقای رشید پور خیلی خوشحالم که از فردا برنامتون شروع میشه. مرسی👏 👏,positive
محسن تنابنده,neutral
چرا قسمت سانسور شده رو نگذاشتن,negative
تکرار نداره این قسمت؟؟,neutral
ببخشید تکرار کی هست؟,neutral
تورو خدا برنامه یه تایمی باشه ما که کارمندیم بتونیم ببینیم,negative
آقای رشید پور تورو خدا ی فکری بکنید,negative
خانم رامین فر استقلالی یا پرسپولیسی؟؟,neutral
این قسمتی که افتادن تو دریا بعد این طوفان تو دریا اوردشون سمت ساحل خیلی مسخره بود اصلا امکان نداره این دریایی که ایقد طوفانی بود همه یجا بیاره بعد حتی این روسری خانما یک ذره تکون نخوره بعد حتی یک ذره اب تو دهن هیچکس نباشه,negative
نقی با اون سیبیل کلفت و موهای ژیگولی قشنگ‌تر بود تا اینطوری,negative
سریال خیلی بهتره تا سینمایی LINK تو ماه رمضان باشه,negative
بپرسین زن پنجعلی چی شد؟,neutral
کاراکتر بهتاش رو چطوری پیدا کردید و وارد فیلم کردید؟؟؟,neutral
به نظر من سریال پایتخت خیلی جذابتراز فیلم سینماییشه,positive
سوال منم بزاریننن بی زحمت,neutral
لطفا بپرسید آقای تنابنده نمیخوان مو بکارن؟,neutral
به آقای تنابنده بگید بیشتر سریال بسازند و بازی کنن.. تلویزیون ب ایشون واقعا لازم نیاز داره,neutral
سریال پایتخت واقعا عالیه... مرسی از زحماتتون🙏 😊,positive
از زمانی بگین که اون داعشی به سارا و نیکا میگه حوری. که با بازتاب زیادی در رسانه‌های اجتماعی روبرو شد.,neutral
سلام اقای تنابنده از ارزوهامه بیام تو تیمتون کار کنم چون خیلی خیلی عاشق کار بازیگری هستم عاشق کاراتونم کاش یه فرصت به منم بدین,positive
راحله پایتخت شش هست یا نه. بگید بی زحمتتت,neutral
فیلمش فکر ننیکنم خیلی جالب باشه,negative
. l. d. n همدانیه,neutral
نقش داعشیا رو کی بازی میکرد؟؟؟,neutral
چرا بهتاش را دعوت نکردید,negative
لطفا قسمت رقص ارسطو و بهتاش رو پخش کنید😊,positive
بگو NUM۱ هم ساخته میشه؟ ایا قصد ساخت دارید؟ لطفا بگید,neutral
سلام من فاطمه امیدی NUM۲ ساله از گیلان هستم... طرفدار پرپاقرص پایتخت لطفا این کامنت منو برای آقای تنابنده و خانم رامین فربخونید و از طرف من یه خسته نباشید حسابی بهشون بگید,positive
تیکه‌های سوریه‌ام تو ایران بود,neutral
سلام لطفا بگید آقای تنابنده یه یا ابوالفضلی که به فهیمه گفت بگه,positive
تمام موفقیت شون این بوده که زندگی واقعی مردم رو به تصویر کشیدن...,neutral
بگین اخرش خیلی بد تموم شد چرا,negative
کدوم سکانس‌ها سانسور شد؟,neutral
یه سوال اون ماشین شاسی بلند که در قسمت اول تصادف کرد و اینجوری رفت الا چجوری بود؟,neutral
همسرشون از داشتن این نقش مشکلی ندارن؟,neutral
هما تو عالی هستی,positive
به اقای تنابنده بگید خواهش میکنم کمی ازاد باشید انقدر خودتون رو نگیرید مثل خانم رامین فر,negative
رامین فر استقلالیه یا پرسپولیسی؟؟؟,neutral
به نظر آخر سریال خیلی باز تموم شد. تکلیف خیلی‌ها مشخص نشد؟؟؟,negative
دیالوگ‌های سارا نیکا بسیار کم هستن,negative
چرا دیلوگ من باختمو نمی‌گه بگین بهش بگه,negative
کفش‌های ارسطو ایرانی بود.,neutral
LINK بین علی اباد استان گلستان با مازندران چی بوده؟,neutral
خواهش میگم بخونید پیامم را,negative
بنظرمن توفصل جدید اگ آقای تنابنده به فردی شخصیتی که داوربین بین المللی بشه وبرخلاف تصورمردم که نقی کلی لاف. میزنه اینجوری باشه...,neutral
چرا ریش‌های داعشی‌ها نارنجی نبود؟,neutral
از بدل‌های پایتخت بگید,neutral
اول فیلم تبلیغ ماشین نبود؟,neutral
در پایتخت NUM۱ ارسطو ازدواج میکنه؟,neutral
اقای تنابنده اون بدلکاره بالاخره زنده موند,neutral
سلام ووخداقوت ب تمام دست اندرکاران زحمت کش پایتخت. ب آقای تنابنده بگیدلطفا تعدادقسمتهارابیشتربسازن😔,neutral
چرا اخرش اینجوری تموم شد؟,negative
بپرس هما استقلالی یا پرسپولیسی,neutral
با عذرخواهی از اقای تنابنده ولی بهتاش خیلی باحال‌تر از بقیه بازیگران است,positive
ارسطو زن میگیره؟,neutral
به محسن تنابنده بگید جون هر کی دوس داره ادامه بده پایتخت رو...,positive
سلام به اقای تنابنده بگید جمله خوار ومادرش به اضاش میشنوم بگه,positive
راجب بهتاش ازشون بپرسین,neutral
خفه گیری از طرف خلاف کارهای ترکیه به رحیم رحمان شد انتقاد نشد از کشور ترکیه,negative
کیر نقی چقدره؟,neutral
این پسره بهروز اصلیتش کجاییه؟,neutral
لطفا پرسین دیالوگ سارا و نیکا کاملا کمتر از بقیه مشهود LINK؟,neutral
بهتاش در پایتخت ۶هست؟,neutral
سلام لطفا بگید آقای تنابنده یه دونه یا ابوالفضلی که به فهیمه گفت بگه,neutral
خواهشا از سکانس‌ها بهتاش هم نشون بدید,neutral
پایتخت NUM۱ کی پخش میشه؟,neutral
باسلام قول پایتخت NUM۱ رو از آقای تنابنده بگیرید,neutral
هما استقلالی یا پرسپولیسی,neutral
اگه پاییخت NUM۱ موضوعش باشه کی شروع شه؟؟,neutral
جواب خیلی خوبی بود آقای تنابنده. 👌 👌 برای حضور بیخود شخصت کچلیک برای سریال مردمی پایتخت 👏 👏 👏 👏,positive
ارسطو بالاخره کی داماد میشه؟؟؟ سنش خیلی داره میره بالا‌ها...,neutral
راجع ازدواج رحمت با فهیمه بپرسید ک تو قسمت بعد هست؟,neutral
به اقا محسن بفرمایید تمام انتقاد و حواشی که برای پایتخت اتفاق افتاد ناشی از موفقیت بیشتر این پایتخت نسبت به پایتخت‌های قبلی بود،، در ضمن ازشون هم تشکر کنید,neutral
درگذشت بابا پنجعلی رو ب نقی تسلیت میگم پیشاپیش,negative
لطفا از آقای تنابنده از بفرماااشون ب داعشیا تشکر کنید,positive
چرا سانسور شد,neutral
بپرسین چجوری اون حرکتو با چشاش میزنی,neutral
چرا پایتخ رو سانسور کرده_بودند؟؟؟,negative
چرا سارا نیکا دیالوگ ندارن؟,negative
سلام آقای رشید پور خسته نباشید میشه بپرسید که چرا پایان پایتخت این شکلی بود و برنگشتن به علی آباد,neutral
چرا امیر جعفری تو پایتخت نمیاد؟,negative
بپرسین زن پنجعلی چی شد؟!,neutral
نگفتید چرا با خندوانه ورامبد شوخی کردید ازش اجازه داشتید,neutral
استقلالی یا پرسپولیسی؟؟,neutral
سلام سکانسی که ارسطو رو از سقوط از بالن نجات میدید و بالا میکشید بعد دوربین از زاویه پایین دوباره ارسطو رو آویزون نشون میده,neutral
LINK علی آباد در استان گلستان با مازندران چیه؟,neutral
چرا به جای این که وضعیت سوری نشان بدن وضعیت مردم خودم نشان ندادن... مثل وضعیت هوای خوزستان مثل...,neutral
سارا و نیکا هم اصن دیالوگ نداشتن.,negative
همسر خانم رامین فر و آقای تنابنده هیچ مشکلی ندارن که الان پنج ساله همسرشون در تقش شخصه دیگه‌ای هستن؟,neutral
یاشاسین تنابنده و ریمافر. بپرسید چرا انقد سانسور کردن؟؟ ❤❤❤,positive
راستی کشتیش چی شد؟ واسه مربی گریش میخواست بره ترکیه,neutral
درباره‌ی اون خانم ک توی رستوران مترجم بودن بپرسین,neutral
جمله‌ی من باختمو بگه,positive
بارانداز نقی عالی بود خودش اینکارو کرد یا بدلش,positive
چرا هیچ حرفی از رحمان و رحیم در قسمت اخر نشد,negative
علت پوشاندن دوربین فروشگاه در قسمتی که نقی برای خواهر زاده دوچرخه خریده چی بود,neutral
کاش با قیافه خودشون با لهجه نقی صحبت کنند,neutral
چراخواب هما درمورد نقی سانسور شد,negative
ازش بپرسید اون امید که توی فصل NUM۱ بود چی شد! اصلا نسبتش با اینا چی بود,neutral
از خانوم‌ریما بپرسین اقای جعفری رازی هستن چند ماه نباشن سر سریال برن مازندران,neutral
بپرسید ساعت و انگشتر ارنستو مگه گم نشده_بود چراتوقسمت بعد دستش بود ??,negative
میشه بپرسین چه لزومی داشت پنجعلی رو با خودشون ببرن ترکیه؟؟ نمیشد بزارن پیش تقی بمونه؟؟,negative
پایتخت شیش رو تو رو خدا بسازین شب‌ها تنها دلخوشی بیدار بودن ما و خندمون بودید,negative
بپرس دیگه اق مجری,negative
سلام لطفا راجب ساراونیکا بپرسید که چرا اینقد کم صحبت میکنند,negative
این سریال رو تو زمان افطار ماه رمضان پخش کنید بهتره، توی عید همه‌اش مهمونی و مسافرت و... کلی از قسمت‌ها از دست میره,neutral
چرا وقتی هما تو هواپیما داشت با موبایل صحبت میکرد صفحه موبایلو روشن کرده بودن و هی موبایل با صورت هما برخورد میکرد و موبایل رمز ورود می‌خواست😂 😂,negative
لطفا ازخانوم رامین فر بپرسین رابطشون با سارا ونیکا خارج از سریال چطوره؟,neutral
سلام عرض ادب خدمت شما آقای رشید پور من یه سوال درباره سریال پایتخت داشتم چون همه جا میگفتن سریال پایتخت NUM۲ قسمت ولی تبدیل به NUM۲ قسمت شدچرا؟,neutral
نقش راستگویی این بچه خیلی عالیه درود نقی جان,positive
به نقی بگین جمله من باختم و بگه,positive
از اقای تابنده بخواین یتیکه از نقی رو بگه,neutral
چرا به رحمت خشاب ندادین؟ 😂 😂 😂,positive
ریما رامینفر,neutral
جمله‌ی من باختمو بگین,neutral
به آقای تنابنده بگید که خواهش میکنیم که پایتخت NUM۱ حتما بسازن,positive
لطفا از خانم رامین فر سوال کنین بحث اصالت لحجه‌ها شد و اینکه باید هر کی به لحجه خودش صحبت کنه امیر جعفری تو خونه مشهدی صحبت میکنه؟,neutral
سلام. ب اقای تنابنده بگین تو پایتخت ۶میتونه از من بجای بهروز بزرگ شده بعد چن سال استفاده LINK هیکل من ب بهتاش میخوره میتونه داداش کوچیکش باشم.,neutral
خواهش می‌کنم به طور سریال ساخته بشه پایتخت شش,neutral
بهتاش دگ تو فصل شیشم هست؟,neutral
. l. d. n همدان,neutral
اقا چرا بهتاش یهو بزرگ شد تو پایتخت NUM۱؟ مگه نه تو پایتخت سه تازه بدنیا اومده بود لطفا توضیح بدین برام واسم سواله مرسی,negative
سکانس حذف شده بپرسید,neutral
منتظر پایتخت ۶,neutral
اقای تنابنده موقعی که دعوا میکردی وقتی داد میزدی دقیقا چی میگفتی؟؟؟,neutral
راجب بهتاش یکم صحبت کنین,neutral
یکی از سوتی هاشون این بود که توی هواپیما هما با گوشی صحبت میکنه اما گوشی رو صفحه اصلیه و هی قفلش باز میشه.,positive
لطفا سریالی ساخته بشه با خوانندگی بیشتر رحمان و رحیم,neutral
کلاس بازیگری نمیزارن اقای تنابنده؟ 😉 😉 😉 💋 💋 💋 👌 👌 👌 🎆 💞 💞 💞 💞 👍 👍 👍 👍,positive
